danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,chorus_hit,sections,decade,target
0.766,0.269,-13.557,0.0892,0.808,0.517,0.127,0.547,69.772,137600,71.65302,6,60s,1
0.669,0.724,-7.432,0.0245,0.1,0.0,0.0782,0.668,95.951,283525,35.85228,15,10s,0
0.408,0.659,-9.1,0.0363,5.87e-05,0.00283,0.141,0.776,74.797,110547,32.38521,7,80s,0
0.849,0.542,-7.004,0.0969,0.00987,0.0,0.361,0.738,105.955,182613,41.98286,9,00s,0
0.602,0.691,-5.197,0.051,0.0548,0.0,0.144,0.206,127.967,222307,52.35312,10,10s,1
0.364,0.171,-13.509,0.0411,0.293,0.973,0.32,0.768,46.496,56000,0.0,2,80s,0
0.364,0.955,-4.035,0.0756,2.63e-05,0.0,0.219,0.257,140.092,215747,13.97843,11,90s,0
0.625,0.354,-11.935,0.037,0.296,0.0,0.0669,0.512,123.504,77267,33.52912,5,80s,0
0.715,0.665,-7.736,0.0502,0.0996,0.0,0.224,0.84,78.502,204733,25.27818,12,00s,1
0.501,0.579,-8.324,0.0276,0.155,0.924,0.365,0.392,113.75,157733,30.57277,8,60s,0
0.64,0.752,-9.782,0.0311,0.0562,0.000311,0.311,0.949,117.511,190067,27.38375,11,80s,0
0.161,0.552,-21.309,0.0406,0.377,0.885,0.145,0.605,167.434,605893,53.75316,28,60s,0
0.462,0.0397,-21.39,0.0391,0.867,0.654,0.113,0.236,103.957,323933,65.48409,12,80s,0
0.91,0.62,-12.768,0.369,0.0831,0.0,0.1,0.883,103.105,247827,23.46704,11,80s,0
0.504,0.769,-11.968,0.0373,0.0232,0.347,0.0851,0.961,108.348,279453,23.18665,13,70s,0
0.571,0.953,-5.002,0.0568,0.124,5.57e-06,0.35,0.682,135.599,169027,24.73243,8,70s,1
0.495,0.613,-9.463,0.0239,0.348,0.0058,0.0406,0.924,100.535,170067,32.52149,9,70s,1
0.549,0.432,-7.339,0.0304,0.796,0.00605,0.206,0.277,80.893,241707,62.12948,8,80s,1
0.475,0.251,-16.489,0.0356,0.841,0.0,0.111,0.474,104.371,233133,22.95241,10,70s,0
0.639,0.408,-6.879,0.027,0.616,0.0,0.159,0.635,103.984,154053,68.91559,6,60s,0
0.673,0.766,-5.018,0.349,0.0724,0.0,0.0563,0.382,148.113,320893,28.68812,12,00s,1
0.534,0.561,-11.089,0.0409,0.0442,0.678,0.189,0.219,84.978,250560,73.6053,7,90s,1
0.908,0.448,-9.968,0.0847,0.0681,0.000138,0.0616,0.847,124.174,336627,158.85822,10,80s,1
0.624,0.832,-6.78,0.0572,0.143,0.0,0.0799,0.783,145.071,217333,39.03508,12,00s,1
0.448,0.82,-11.691,0.0586,0.000468,0.724,0.113,0.56,149.955,280428,19.61882,15,10s,0
0.693,0.575,-17.068,0.0313,0.068,0.000704,0.249,0.916,109.99,275040,36.76431,13,80s,1
0.358,0.959,-3.139,0.0874,0.00364,0.000237,0.356,0.171,91.938,242413,42.90162,8,00s,0
0.552,0.515,-11.032,0.0383,0.397,0.0,0.361,0.859,119.441,175400,31.26323,10,60s,1
0.845,0.881,-5.856,0.112,0.00814,5.1e-05,0.0631,0.709,119.998,503998,31.01458,24,10s,0
0.455,0.265,-11.402,0.029,0.615,1.02e-05,0.237,0.278,76.005,157533,37.20629,8,60s,1
0.485,0.631,-9.476,0.058,0.063,0.000361,0.221,0.17,129.964,328806,34.19802,14,10s,0
0.656,0.347,-13.398,0.028,0.488,0.00221,0.0645,0.368,118.288,225973,29.29539,10,80s,1
0.61,0.688,-9.308,0.0357,0.573,0.0,0.164,0.761,119.831,165893,37.41241,9,60s,1
0.759,0.598,-14.045,0.053,0.172,0.207,0.0995,0.914,113.807,397133,34.69766,16,80s,1
0.627,0.455,-16.185,0.0806,0.0475,0.0543,0.0432,0.858,181.498,235507,48.46545,12,80s,1
0.524,0.664,-7.555,0.0614,0.447,4.82e-06,0.241,0.899,137.318,163480,40.40753,9,60s,1
0.642,0.909,-5.129,0.0403,0.000258,4.34e-05,0.278,0.652,130.047,247468,24.32591,12,10s,0
0.347,0.476,-10.121,0.0312,0.401,0.0,0.124,0.54,129.654,166520,38.60623,9,60s,1
0.475,0.512,-8.846,0.0377,0.23,0.000297,0.252,0.757,158.226,163333,50.72788,8,90s,0
0.604,0.417,-12.598,0.0385,0.0681,0.0,0.0425,0.558,74.57,323827,38.60291,13,90s,1
0.661,0.643,-7.201,0.0577,0.64,1.04e-06,0.04,0.967,82.185,154827,45.8805,6,60s,1
0.713,0.479,-7.65,0.0443,0.344,3.79e-06,0.127,0.933,85.983,169987,26.06402,7,90s,0
0.748,0.695,-10.853,0.0586,0.34,0.589,0.0973,0.319,117.238,70240,32.29313,4,60s,0
0.684,0.819,-3.309,0.238,0.262,0.00197,0.113,0.25,179.999,231867,21.90591,12,00s,1
0.43,0.378,-18.213,0.437,0.746,0.132,0.0933,0.323,76.981,155747,59.59548,7,70s,0
0.577,0.421,-13.295,0.0238,0.807,0.0187,0.144,0.633,96.056,228773,49.86957,12,70s,1
0.552,0.538,-12.507,0.0252,0.611,0.168,0.128,0.666,96.553,165560,28.17252,10,70s,0
0.458,0.438,-9.065,0.0269,0.765,5.7e-05,0.0746,0.445,77.847,176933,32.07581,9,70s,1
0.557,0.874,-5.729,0.0339,0.00134,0.0,0.127,0.396,139.002,230707,28.18829,11,00s,1
0.57,0.636,-16.19,0.0654,0.317,0.0,0.186,0.796,89.704,172907,31.86345,8,60s,1
0.404,0.655,-6.329,0.0998,0.817,3.58e-05,0.426,0.402,106.309,197973,20.21553,11,70s,0
0.453,0.587,-7.584,0.0406,0.475,0.0,0.109,0.625,145.334,190213,39.27697,11,10s,1
0.565,0.867,-2.503,0.0318,0.0571,0.0,0.177,0.325,125.867,215227,29.32531,9,10s,1
0.494,0.393,-11.656,0.0367,0.315,3.23e-06,0.116,0.662,173.043,169427,20.39224,6,60s,1
0.546,0.52,-8.756,0.0417,0.416,0.0,0.0572,0.666,77.654,181653,52.69712,8,70s,1
0.308,0.679,-10.765,0.114,0.604,0.0214,0.221,0.337,100.383,398893,30.06615,17,60s,0
0.458,0.883,-3.88,0.0293,0.00868,0.000141,0.175,0.714,99.165,286933,46.96382,14,00s,0
0.77,0.596,-12.194,0.0527,0.0122,0.00311,0.0483,0.93,112.107,281800,26.62103,11,90s,1
0.382,0.416,-9.303,0.0302,0.0733,0.0,0.0719,0.125,102.089,221693,21.69523,8,00s,1
0.742,0.724,-12.435,0.0353,0.105,0.0,0.831,0.825,115.298,276040,67.19842,11,80s,1
0.672,0.669,-12.357,0.0272,0.0315,0.0,0.12,0.895,127.39,270307,80.27888,13,80s,1
0.862,0.669,-10.26,0.158,0.0303,0.000847,0.0758,0.668,99.379,262227,70.61002,13,80s,0
0.455,0.699,-5.242,0.0618,0.565,9.12e-06,0.11,0.528,164.045,178654,41.88897,8,70s,0
0.705,0.245,-15.763,0.0432,0.963,0.00133,0.165,0.64,113.981,162680,24.97877,7,70s,1
0.522,0.636,-9.972,0.0567,0.544,0.881,0.0576,0.0388,120.031,261800,31.32129,7,00s,0
0.739,0.743,-5.926,0.0321,0.452,0.0,0.331,0.922,111.07,137293,30.12714,9,60s,1
0.727,0.803,-8.936,0.0519,0.412,0.000672,0.123,0.804,111.076,270720,27.50149,14,90s,0
0.657,0.711,-5.355,0.374,0.0135,0.0,0.221,0.368,86.957,221522,49.26789,9,10s,1
0.385,0.501,-7.245,0.0531,0.719,1.83e-05,0.0826,0.527,125.52,225680,45.17042,11,60s,0
0.469,0.894,-8.321,0.0843,0.0676,0.188,0.0765,0.326,96.906,446560,41.58398,14,00s,0
0.8,0.626,-8.106,0.0976,0.0154,0.00823,0.0533,0.482,124.975,540437,45.33273,19,00s,0
0.496,0.346,-15.82,0.116,0.624,0.0,0.233,0.695,94.35,155933,33.31397,7,60s,0
0.234,0.402,-14.535,0.0407,0.764,2.11e-06,0.751,0.227,79.82,403667,22.36657,17,90s,0
0.525,0.602,-15.015,0.0466,0.00247,0.572,0.104,0.146,80.057,339493,46.31089,12,10s,0
0.493,0.108,-18.451,0.0673,0.992,0.531,0.331,0.261,74.11,275467,41.31266,13,60s,0
0.494,0.953,-8.205,0.0414,6.4e-05,0.662,0.349,0.631,109.425,180160,65.47422,8,90s,0
0.675,0.61,-13.811,0.085,0.0852,0.0188,0.159,0.344,131.037,253800,50.65732,13,80s,1
0.311,0.865,-13.012,0.056,5.09e-05,0.259,0.117,0.375,180.025,369948,23.30784,13,10s,0
0.688,0.995,-6.518,0.0568,0.00167,0.878,0.455,0.159,145.996,265541,53.13951,12,00s,0
0.589,0.655,-8.138,0.0488,0.057,0.000353,0.372,0.675,105.272,220640,33.16312,12,00s,1
0.741,0.837,-12.953,0.0357,0.117,0.00194,0.127,0.88,116.124,281747,40.43965,12,80s,1
0.63,0.806,-10.728,0.0412,0.0228,0.00515,0.135,0.802,134.467,327133,19.92438,15,90s,1
0.295,0.478,-7.98,0.0327,0.76,0.0,0.304,0.481,101.05,141333,79.81806,7,60s,1
0.673,0.613,-11.997,0.0799,0.00436,0.362,0.608,0.415,114.748,337267,24.36487,11,80s,1
0.842,0.683,-8.954,0.159,0.00498,0.473,0.233,0.668,109.992,240799,35.95006,10,10s,0
0.713,0.213,-20.267,0.0399,0.0976,3.08e-05,0.111,0.843,96.205,163200,37.17503,9,80s,0
0.417,0.111,-31.491,0.0409,0.826,0.94,0.111,0.555,148.094,397000,235.06074,8,90s,0
0.598,0.483,-7.474,0.0292,0.458,7.88e-06,0.36,0.452,130.663,171653,33.84363,7,70s,1
0.885,0.721,-7.157,0.304,0.317,0.0,0.12,0.57,97.205,256373,32.46564,8,90s,1
0.83,0.586,-8.457,0.0375,0.0832,4.24e-05,0.0797,0.678,102.864,169000,44.17359,8,90s,1
0.493,0.376,-15.045,0.0435,0.0241,0.792,0.102,0.419,86.47,315400,49.44762,14,70s,1
0.321,0.95,-8.383,0.207,0.00932,1.1e-05,0.385,0.143,122.446,200983,82.49279,9,70s,0
0.186,0.0616,-27.183,0.0623,0.965,0.953,0.344,0.0398,129.962,74133,26.1295,6,00s,0
0.39,0.717,-5.723,0.0625,0.5,0.0,0.118,0.63,137.076,128000,26.67679,5,60s,1
0.816,0.517,-12.278,0.0546,0.0517,0.023,0.13,0.757,127.543,366373,39.826,12,80s,1
0.703,0.997,-7.666,0.0399,0.0726,0.0235,0.123,0.391,132.872,257467,20.68683,14,90s,1
0.682,0.722,-7.599,0.0496,0.013,0.000816,0.0338,0.904,95.753,247267,30.4841,13,90s,1
0.708,0.758,-5.94,0.0239,0.169,0.0,0.106,0.767,97.979,194400,49.27961,7,90s,1
0.602,0.398,-9.503,0.104,0.807,0.0,0.703,0.603,126.285,305120,42.01346,13,10s,0
0.342,0.986,-5.657,0.0903,7.65e-05,0.00594,0.3,0.436,153.208,234973,53.46827,10,90s,0
0.734,0.359,-14.531,0.0268,0.232,0.864,0.0864,0.698,109.981,242800,21.20642,10,00s,0
0.563,0.857,-7.618,0.0604,0.165,1.83e-05,0.134,0.687,118.29,163053,38.47118,9,70s,1
0.777,0.471,-12.655,0.0834,0.221,0.0,0.3,0.905,122.458,180667,35.21612,10,70s,1
0.748,0.706,-10.624,0.0327,0.0118,2.22e-05,0.101,0.787,118.371,195320,26.35065,8,80s,1
0.848,0.838,-11.949,0.0723,0.0326,4.63e-06,0.124,0.774,97.735,271067,59.31669,12,90s,1
0.255,0.656,-6.849,0.0405,0.00236,0.0121,0.184,0.268,123.697,338427,26.6856,16,90s,0
0.62,0.87,-6.52,0.0868,0.149,0.0,0.0705,0.513,130.079,187427,38.05592,9,10s,1
0.581,0.536,-12.269,0.031,0.00887,0.0,0.151,0.544,103.128,182400,25.50839,9,60s,1
0.302,0.398,-9.421,0.0295,0.836,0.00829,0.0903,0.127,92.85,136827,37.13081,6,60s,0
0.657,0.45,-9.56,0.0616,0.702,0.487,0.0597,0.956,176.542,142760,64.2193,6,90s,0
0.577,0.587,-7.611,0.142,0.642,0.00211,0.0803,0.43,169.731,241400,58.01383,11,90s,0
0.0733,0.012,-28.885,0.0567,0.996,0.99,0.0864,0.0307,176.654,212000,121.99132,12,10s,0
0.758,0.47,-12.988,0.0626,0.278,0.765,0.0724,0.364,120.016,445390,47.57243,26,00s,0
0.557,0.505,-13.348,0.0629,0.0193,0.0,0.118,0.957,137.064,191067,48.07557,9,70s,1
0.264,0.373,-9.735,0.0298,0.404,0.141,0.0997,0.0383,140.275,306027,37.66348,10,90s,0
0.793,0.812,-8.529,0.0645,0.0132,0.0163,0.0852,0.813,130.111,272573,23.29189,8,90s,0
0.776,0.563,-8.84,0.0324,0.223,0.00611,0.0681,0.395,131.728,255673,31.8569,12,90s,1
0.517,0.535,-12.027,0.0494,0.131,0.0,0.085,0.933,135.087,215067,28.6586,11,70s,1
0.331,0.834,-9.069,0.0752,3.56e-06,0.948,0.0791,0.44,78.337,201131,50.05939,6,10s,0
0.55,0.902,-8.421,0.0546,0.0792,0.0064,0.0262,0.883,114.702,198907,34.83555,10,70s,1
0.435,0.558,-5.423,0.0342,0.26,0.0,0.245,0.203,115.742,185107,39.10714,9,00s,1
0.673,0.812,-3.436,0.0468,0.348,0.0,0.106,0.96,95.024,184107,21.67837,9,00s,1
0.352,0.498,-4.269,0.0304,0.641,0.0,0.763,0.351,109.398,195667,42.08589,12,60s,0
0.534,0.624,-9.589,0.0462,0.00797,0.0,0.128,0.687,121.402,163693,32.43195,8,60s,1
0.211,0.32,-12.875,0.0381,0.978,0.11,0.114,0.223,82.996,236067,51.5109,7,60s,0
0.575,0.627,-9.139,0.0489,0.516,2.22e-06,0.313,0.897,89.859,147827,48.73786,9,60s,1
0.974,0.596,-8.888,0.184,0.0976,0.0,0.151,0.892,111.959,149040,32.73631,8,10s,1
0.607,0.807,-6.633,0.0524,0.776,0.00869,0.108,0.903,102.642,247640,85.48057,10,60s,0
0.606,0.654,-6.532,0.0395,0.712,0.000279,0.457,0.571,116.83,179787,56.81612,9,60s,1
0.555,0.931,-2.969,0.0367,0.016,0.0,0.405,0.723,132.085,220907,34.58039,9,10s,1
0.458,0.559,-10.325,0.037,0.43,0.0,0.133,0.604,159.939,293080,30.1605,11,80s,1
0.489,0.535,-10.399,0.0838,0.879,0.0,0.164,0.374,77.23,127440,22.09139,8,60s,1
0.469,0.638,-5.928,0.0317,0.0239,0.000652,0.29,0.404,201.49,203400,24.46434,12,10s,1
0.602,0.185,-14.289,0.0266,0.325,0.0,0.0664,0.261,79.102,161133,34.70186,10,80s,0
0.811,0.725,-7.203,0.0491,0.0843,0.0059,0.0567,0.698,120.242,278627,32.05074,12,90s,1
0.588,0.479,-7.039,0.281,0.604,7.2e-06,0.527,0.434,150.414,460573,38.71018,17,10s,1
0.278,0.371,-11.533,0.0589,0.662,0.467,0.162,0.17,175.967,335267,36.81228,16,80s,0
0.442,0.562,-9.08,0.0267,0.177,2.03e-05,0.12,0.671,99.749,189600,36.4397,8,60s,1
0.778,0.29,-12.873,0.0625,0.837,0.000523,0.21,0.767,112.048,152307,34.92795,8,60s,1
0.264,0.405,-12.483,0.0301,0.309,0.106,0.287,0.319,127.376,219827,29.68468,12,70s,1
0.168,0.596,-13.892,0.0469,0.582,0.11,0.594,0.493,145.902,253507,27.11679,9,00s,0
0.797,0.786,-7.135,0.385,0.066,0.0,0.272,0.85,166.239,261867,19.03742,13,90s,1
0.537,0.82,-7.011,0.127,0.256,1.93e-06,0.432,0.881,94.434,297347,30.86784,14,70s,1
0.331,0.597,-12.626,0.0436,0.16,0.933,0.182,0.55,94.9,99529,39.57199,5,70s,0
0.365,0.906,-6.056,0.12,6.62e-05,0.0,0.383,0.506,128.016,147212,46.08022,7,90s,0
0.426,0.917,-2.968,0.103,0.119,0.0,0.153,0.506,175.716,179707,28.69814,11,10s,1
0.557,0.338,-9.892,0.0257,0.134,0.00184,0.14,0.689,140.935,85124,40.46581,4,10s,1
0.632,0.465,-10.817,0.0366,0.702,1.1e-06,0.11,0.904,119.097,147373,25.04492,9,60s,1
0.501,0.836,-3.587,0.0491,0.208,0.0,0.152,0.618,159.863,192000,26.14243,9,10s,1
0.536,0.55,-6.733,0.0248,0.0537,0.0,0.134,0.234,144.018,238560,66.93336,8,00s,1
0.509,0.354,-12.016,0.0329,0.215,0.0,0.443,0.692,136.501,178667,42.16966,9,70s,1
0.359,0.543,-7.582,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307,69.35088,11,10s,1
0.496,0.451,-5.563,0.0278,0.82,0.000119,0.0597,0.455,100.296,171640,20.71726,9,70s,0
0.555,0.973,-3.804,0.035,0.048,0.0,0.0853,0.805,118.642,316707,32.21435,11,80s,1
0.701,0.393,-10.236,0.0299,0.605,3.41e-05,0.109,0.337,142.106,253190,27.83034,9,90s,1
0.392,0.839,-1.921,0.193,0.158,0.0,0.3,0.232,168.001,238693,53.20179,8,10s,1
0.42,0.306,-8.998,0.0641,0.262,0.0,0.417,0.445,87.74,189933,29.36528,8,70s,0
0.531,0.198,-15.811,0.039,0.952,0.00267,0.119,0.437,128.038,139987,58.1777,6,10s,0
0.505,0.68,-4.99,0.0713,0.0796,0.0,0.0465,0.539,168.021,235653,39.43803,11,10s,1
0.63,0.711,-9.34,0.0472,0.299,0.0,0.0813,0.659,96.912,167933,44.79132,6,60s,1
0.814,0.725,-9.505,0.19,0.00204,0.0961,0.183,0.304,129.971,214154,30.47626,6,10s,0
0.664,0.908,-4.806,0.0317,0.00182,0.0,0.109,0.889,118.031,216454,53.52739,8,10s,1
0.646,0.446,-5.666,0.0325,0.593,2.32e-06,0.0572,0.311,136.068,230034,29.30986,9,10s,0
0.271,0.0775,-24.808,0.04,0.987,0.917,0.0839,0.038,111.647,336600,17.95133,19,60s,0
0.788,0.594,-4.864,0.336,0.0249,1.65e-05,0.0534,0.691,83.84,228907,84.08804,9,00s,1
0.172,0.0931,-22.44,0.053,0.978,0.634,0.236,0.0367,70.389,209453,64.40064,8,60s,0
0.817,0.84,-8.598,0.0922,0.00506,0.00034,0.288,0.89,104.295,237907,55.78609,10,90s,1
0.579,0.607,-5.901,0.0254,0.691,0.0,0.213,0.314,94.048,234093,30.17471,12,80s,1
0.59,0.629,-13.153,0.044,0.18,0.856,0.114,0.156,91.994,354773,32.48123,12,10s,0
0.687,0.85,-9.801,0.0385,0.276,1.27e-06,0.73,0.758,134.092,232313,64.91513,11,60s,1
0.504,0.596,-4.412,0.0279,0.239,0.0,0.0972,0.168,142.051,209933,38.99353,10,00s,1
0.665,0.389,-6.709,0.441,0.745,0.000982,0.326,0.521,89.962,210001,27.11471,10,10s,0
0.366,0.939,-4.556,0.108,0.0688,0.0,0.549,0.884,183.899,85800,25.83159,7,70s,0
0.489,0.254,-15.306,0.0565,0.994,0.911,0.386,0.948,90.538,227680,32.71211,8,60s,0
0.642,0.791,-12.816,0.034,0.007,0.000603,0.198,0.581,109.669,361333,24.17049,17,80s,0
0.588,0.353,-8.431,0.0254,0.473,0.0,0.0877,0.526,84.021,204067,46.19856,8,60s,1
0.677,0.48,-15.979,0.0782,0.553,0.0,0.399,0.877,102.128,174000,56.96137,7,60s,0
0.593,0.786,-3.596,0.0446,0.00216,0.000667,0.311,0.955,103.761,188067,40.20481,7,90s,1
0.215,0.0303,-26.27,0.0399,0.983,0.919,0.113,0.0586,89.354,200440,73.46544,8,60s,0
0.511,0.658,-12.915,0.0479,0.0434,2.66e-05,0.249,0.758,148.766,259693,50.05373,14,90s,0
0.3,0.511,-11.002,0.0273,0.000724,0.692,0.0922,0.0563,120.234,358293,25.34704,14,80s,0
0.781,0.271,-16.092,0.151,0.34,0.593,0.0699,0.703,83.396,195107,40.96042,10,70s,0
0.586,0.609,-13.508,0.883,0.925,0.000314,0.265,0.498,117.564,320000,59.94922,12,90s,0
0.451,0.937,-3.187,0.0688,5.41e-05,1.51e-05,0.615,0.289,88.02,167000,25.39242,7,00s,0
0.541,0.366,-9.19,0.0252,0.938,0.445,0.107,0.425,94.809,173027,34.15322,10,60s,1
0.512,0.059,-29.168,0.0542,0.931,0.704,0.949,0.333,142.005,240293,37.03829,13,80s,0
0.646,0.775,-3.001,0.0285,0.272,0.0,0.142,0.614,146.9,242560,68.31115,9,90s,1
0.498,0.789,-5.724,0.0319,0.000856,5.83e-06,0.104,0.455,120.176,164280,29.92569,7,00s,1
0.413,0.0433,-26.51,0.0538,0.995,0.919,0.108,0.223,62.834,162478,33.28537,10,10s,0
0.352,0.355,-11.601,0.0496,0.425,6.31e-05,0.147,0.513,156.119,176840,30.47108,9,70s,1
0.721,0.658,-14.452,0.0503,0.186,5.8e-05,0.0263,0.964,129.411,175640,31.43978,9,70s,1
0.481,0.316,-11.466,0.0262,0.739,0.000157,0.183,0.345,102.36,158707,30.05161,9,60s,0
0.584,0.283,-18.888,0.0454,0.844,0.895,0.213,0.359,130.648,152333,47.51159,6,60s,0
0.855,0.803,-5.849,0.0316,0.342,0.00732,0.0841,0.962,114.867,271200,37.3753,11,80s,1
0.645,0.604,-9.904,0.118,0.0713,0.0,0.129,0.545,156.436,214373,47.97448,10,70s,1
0.61,0.855,-5.384,0.0425,0.514,0.0,0.822,0.412,118.192,302472,34.17166,17,70s,1
0.479,0.744,-15.271,0.0352,0.499,0.845,0.155,0.714,119.463,591093,60.6117,23,00s,0
0.487,0.298,-15.225,0.0328,0.603,0.682,0.161,0.457,124.332,146027,29.46619,7,60s,0
0.637,0.577,-13.106,0.0303,0.554,5.02e-06,0.184,0.96,132.517,134640,23.12207,9,60s,1
0.355,0.217,-16.124,0.0308,0.797,3.21e-06,0.121,0.383,150.351,222427,28.31189,13,70s,1
0.577,0.867,-4.717,0.0405,0.0951,0.00237,0.272,0.931,162.092,254267,23.5673,15,80s,1
0.838,0.401,-9.808,0.0506,0.111,0.00811,0.0478,0.74,93.49,224800,27.98746,11,90s,1
0.165,0.582,-9.576,0.0807,0.00461,0.165,0.255,0.0754,84.279,267013,36.3213,10,00s,0
0.815,0.797,-6.304,0.186,0.0557,0.0,0.641,0.65,96.006,292840,65.70652,10,00s,1
0.467,0.195,-9.281,0.0656,0.924,0.0,0.138,0.288,75.896,219613,32.88048,11,10s,1
0.626,0.816,-10.593,0.13,0.237,1.8e-06,0.104,0.798,105.33,164813,71.71834,7,70s,1
0.461,0.211,-19.431,0.0394,0.736,0.892,0.111,0.249,78.308,197227,18.69182,8,70s,0
0.44,0.797,-7.266,0.0276,8.71e-05,0.0032,0.519,0.45,139.69,283107,31.19241,13,80s,0
0.442,0.137,-21.072,0.0896,0.823,0.847,0.116,0.113,110.09,225800,39.61268,11,10s,0
0.747,0.609,-6.985,0.0347,0.138,0.0,0.105,0.555,120.051,276000,54.10989,10,90s,1
0.39,0.715,-3.448,0.0342,0.311,0.0,0.212,0.379,153.655,235773,20.83015,12,00s,1
0.615,0.414,-7.345,0.0341,0.591,0.0,0.148,0.641,85.748,131760,37.66585,7,60s,0
0.416,0.461,-9.467,0.0305,0.989,0.0163,0.225,0.63,93.415,223707,85.91015,9,80s,0
0.808,0.947,-11.02,0.0479,0.661,0.884,0.0426,0.607,141.334,140053,41.51037,6,60s,1
0.736,0.67,-6.702,0.311,0.186,0.0,0.114,0.845,130.032,169999,62.0969,9,10s,1
0.512,0.853,-3.901,0.0673,0.832,0.000132,0.114,0.711,143.387,155267,59.85255,6,60s,0
0.657,0.513,-8.514,0.024,0.199,0.0,0.0994,0.56,101.815,235760,114.14422,7,00s,1
0.179,0.03,-30.778,0.0489,0.933,0.929,0.0741,0.0251,126.848,383513,43.61908,12,10s,0
0.913,0.494,-7.249,0.0918,0.00956,0.517,0.0564,0.786,124.017,506953,31.64937,17,80s,0
0.308,0.987,-3.474,0.147,0.00529,0.0,0.73,0.434,101.372,194253,80.0989,6,00s,0
0.562,0.393,-13.588,0.031,0.0198,0.293,0.173,0.81,120.805,197173,48.21064,9,90s,0
0.662,0.52,-15.286,0.0514,0.135,8.51e-05,0.181,0.819,113.495,138933,31.95762,7,70s,1
0.597,0.931,-4.591,0.0984,0.127,0.0,0.0504,0.534,92.003,235200,26.76235,9,10s,0
0.597,0.931,-4.591,0.0984,0.127,0.0,0.0504,0.534,92.003,235200,26.76235,9,10s,0
0.6,0.599,-6.102,0.0276,0.401,0.0,0.102,0.496,99.05,224160,46.66338,13,10s,1
0.298,0.612,-9.002,0.0379,0.0194,9.67e-05,0.0906,0.343,156.727,262200,55.52403,11,80s,1
0.727,0.387,-12.333,0.0412,0.248,0.0102,0.0625,0.966,160.395,150400,42.77046,5,70s,1
0.341,0.381,-9.777,0.0265,0.622,7.28e-06,0.148,0.227,86.26,233800,40.22886,9,80s,0
0.418,0.371,-12.735,0.0332,0.851,0.638,0.133,0.419,88.882,199240,36.71216,10,10s,0
0.475,0.936,-2.545,0.0413,0.0418,0.0,0.0873,0.598,151.988,209587,40.79605,6,10s,1
0.583,0.746,-10.47,0.206,0.726,0.0,0.709,0.801,93.644,159671,21.16244,10,70s,0
0.575,0.192,-17.514,0.0573,0.992,0.961,0.113,0.417,141.861,181826,22.57172,10,10s,1
0.517,0.817,-4.013,0.0511,0.154,0.817,0.391,0.816,97.477,165253,0.0,0,60s,0
0.469,0.393,-9.968,0.0348,0.843,0.0,0.168,0.601,120.066,154867,27.00871,9,60s,1
0.578,0.571,-7.473,0.101,0.377,0.29,0.831,0.552,127.2,412720,49.7066,14,60s,0
0.798,0.443,-6.062,0.0403,0.244,0.0,0.326,0.354,125.232,293053,29.04636,14,00s,1
0.17,0.0277,-35.251,0.0652,0.0527,0.957,0.269,0.0298,80.425,235838,25.77382,9,10s,0
0.451,0.74,-9.676,0.0994,0.137,0.000323,0.982,0.706,172.896,300920,51.20298,14,80s,1
0.642,0.15,-19.139,0.0748,0.903,0.0043,0.0601,0.205,119.564,49523,19.37923,3,60s,0
0.786,0.987,-4.03,0.0932,0.00993,0.716,0.0773,0.76,122.742,132387,18.03705,6,80s,0
0.19,0.963,-4.493,0.148,0.00581,0.0,0.114,0.296,174.412,182360,97.73011,5,70s,0
0.508,0.636,-9.037,0.0511,0.0511,0.294,0.185,0.335,82.221,291600,94.20387,8,90s,0
0.375,0.178,-19.54,0.0362,0.994,0.0,0.108,0.279,53.971,127200,67.04804,5,60s,0
0.221,0.264,-17.533,0.0332,0.541,0.0,0.148,0.169,83.128,222586,26.61887,10,80s,1
0.299,0.251,-17.018,0.0359,0.892,0.388,0.367,0.153,68.317,44027,11.26953,3,60s,0
0.554,0.888,-6.664,0.087,0.107,0.0,0.291,0.82,126.701,267427,47.35141,11,80s,1
0.617,0.646,-11.077,0.0336,0.102,0.00067,0.344,0.652,138.589,269373,62.66268,8,80s,0
0.698,0.401,-15.521,0.0384,0.179,4.78e-06,0.0848,0.967,130.634,165427,30.63022,11,60s,1
0.225,0.282,-12.4,0.0316,0.907,0.903,0.531,0.117,71.502,107400,23.93133,5,60s,0
0.618,0.277,-14.381,0.0289,0.692,0.0,0.101,0.214,92.985,220707,33.06228,12,90s,1
0.712,0.7,-6.133,0.0416,0.122,0.0,0.222,0.622,98.942,259755,26.10343,11,80s,1
0.336,0.379,-12.99,0.0376,0.895,0.000102,0.431,0.385,92.255,164000,57.74347,8,60s,1
0.569,0.32,-8.965,0.0323,0.644,0.0,0.244,0.321,183.539,279960,32.05955,14,90s,1
0.604,0.106,-18.492,0.067,0.982,0.788,0.109,0.39,132.581,122520,48.9696,6,70s,0
0.81,0.524,-9.77,0.0339,0.77,1.03e-05,0.161,0.949,130.214,153093,32.41693,8,60s,1
0.376,0.841,-4.348,0.356,0.0435,0.0,0.578,0.463,76.052,271947,29.81116,12,10s,1
0.504,0.977,-3.831,0.236,0.000126,0.686,0.486,0.17,114.948,225387,32.79091,13,10s,0
